"ab_idx","all_names"
"2416","BG1-5"
"2417","BG1-6"
"2418","BG1-7"
"2419","BG1-8"
"2420","BG1-9"
"2421","BG10-1"
"2422","BG10-10"
"2423","BG10-11"
"2424","BG10-12"
"2425","BG10-13"
"2426","BG10-14"
"2427","BG10-15"
"2428","BG10-16"
"2429","BG10-17"
"2430","BG10-18"
"2431","BG10-19"
"2432","BG10-2"
"2433","BG10-3"
"2434","BG10-4"
"2435","BG10-5"
"2436","BG10-6"
"2437","BG10-7"
"2438","BG10-8"
"2439","BG10-9"
"2440","BG4-1"
"2441","BG4-10"
"2442","BG4-11"
"2443","BG4-12"
"2444","BG4-13"
"2445","BG4-14"
"2446","BG4-15"
"2447","BG4-16"
"2448","BG4-17"
"2449","BG4-18"
"2450","BG4-19"
"2451","BG4-2"
"2452","BG4-20"
"2453","BG4-21"
"2454","BG4-22"
"2455","BG4-23"
"2456","BG4-24"
"2457","BG4-25"
"2458","BG4-26"
"2459","BG4-27"
"2460","BG4-3"
"2461","BG4-4"
"2462","BG4-5"
"2463","BG4-6"
"2464","BG4-7"
"2465","BG4-8"
"2466","BG4-9"
"2467","BG7-1"
"2468","BG7-10"
"2469","BG7-11"
"2470","BG7-12"
"2471","BG7-13"
"2472","BG7-14"
"2473","BG7-15"
"2474","BG7-16"
"2475","BG7-17"
"2476","BG7-18"
"2477","BG7-19"
"2478","BG7-2"
"2479","BG7-20"
"2480","BG7-3"
"2481","BG7-4"
"2482","BG7-5"
"2483","BG7-6"
"2484","BG7-7"
"2485","BG7-9"
"2486","BL6"
"2487","BLN1"
"2488","BLN10"
"2489","BLN12"
"2490","BLN14"
"2491","BLN2"
"2492","BLN3"
"2493","BLN4"
"2494","BLN6"
"2495","BLN7"
"2496","BLN8"
"2497","BLN9"
"2498","BRII-196"
"2499","C002"
"2500","C003"
"2501","C004"
"2502","C005"
"2503","C006"
"2504","C008"
"2505","C009"
"2506","C010"
"2507","C013"
"2508","C016"
"2509","C017"
"2510","C018"
"2511","C019"
"2512","C021"
"2513","C022"
"2514","C027"
"2515","C029"
"2516","C030"
"2517","C031"
"2518","C032"
"2519","C034"
"2520","C035"
"2521","C036"
"2522","C037"
"2523","C038"
"2524","C040"
"2525","C043"
"2526","C044"
"2527","C045"
"2528","C046"
"2529","C047"
"2530","C048"
"2531","C049"
"2532","C050"
"2533","C051"
"2534","C052"
"2535","C053"
"2536","C054"
"2537","C055"
"2538","C057"
"2539","C058"
"2540","C059"
"2541","C060"
"2542","C062"
"2543","C063"
"2544","C064"
"2545","C065"
"2546","C066"
"2547","C067"
"2548","C068"
"2549","C069"
"2550","C070"
"2551","C073"
"2552","C075"
"2553","C077"
"2554","C078"
"2555","C079"
"2556","C080"
"2557","C083"
"2558","C085"
"2559","C086"
"2560","C088"
"2561","C089"
"2562","C090"
"2563","C091"
"2564","C092"
"2565","C093"
"2566","C094"
"2567","C095"
"2568","C096"
"2569","C097"
"2570","C098"
"2571","C099"
"2572","C1000"
"2573","C1001"
"2574","C1002"
"2575","C1003"
"2576","C1006"
"2577","C1007"
"2578","C1008"
"2579","C1009"
"2580","C101"
"2581","C1010"
"2582","C1011"
"2583","C1012"
"2584","C1013"
"2585","C1014"
"2586","C1015"
"2587","C1016"
"2588","C1018"
"2589","C1019"
"2590","C102"
"2591","C1020"
"2592","C1021"
"2593","C1022"
"2594","C1023"
"2595","C1024"
"2596","C1025"
"2597","C1026"
"2598","C1027"
"2599","C1028"
"2600","C1029"
"2601","C103"
"2602","C1030"
"2603","C1031"
"2604","C1032"
"2605","C1033"
"2606","C1034"
"2607","C1035"
"2608","C1036"
"2609","C1038"
"2610","C1039"
"2611","C104"
"2612","C1040"
"2613","C1041"
"2614","C1042"
"2615","C1043"
"2616","C1044"
"2617","C1045"
"2618","C1046"
"2619","C1047"
"2620","C1048"
"2621","C1049"
"2622","C105"
"2623","C1050"
"2624","C1051"
"2625","C1052"
"2626","C1053"
"2627","C1054"
"2628","C1055"
"2629","C1056"
"2630","C1057"
"2631","C1058"
"2632","C1059"
"2633","C106"
"2634","C1060"
"2635","C1061"
"2636","C1062"
"2637","C1063"
"2638","C1065"
"2639","C1066"
"2640","C1067"
"2641","C1068"
"2642","C107"
"2643","C108"
"2644","C110"
"2645","C112"
"2646","C113"
"2647","C114"
"2648","C115"
"2649","C116"
"2650","C1167"
"2651","C1168"
"2652","C1169"
"2653","C117"
"2654","C1170"
"2655","C1171"
"2656","C1172"
"2657","C1173"
"2658","C1174"
"2659","C1176"
"2660","C1177"
"2661","C1178"
"2662","C1179"
"2663","C118"
"2664","C1180"
"2665","C1181"
"2666","C1182"
"2667","C1183"
"2668","C1184"
"2669","C1185"
"2670","C1187"
"2671","C1188"
"2672","C1189"
"2673","C119"
"2674","C1195"
"2675","C1196"
"2676","C1197"
"2677","C1198"
"2678","C1199"
"2679","C120"
"2680","C1200"
"2681","C1201"
"2682","C1202"
"2683","C1203"
"2684","C1205"
"2685","C1206"
"2686","C1207"
"2687","C1208"
"2688","C1209"
"2689","C121"
"2690","C1210"
"2691","C1211"
"2692","C1212"
"2693","C1213"
"2694","C1214"
"2695","C1215"
"2696","C1216"
"2697","C1217"
"2698","C1218"
"2699","C1219"
"2700","C122"
"2701","C1220"
"2702","C1221"
"2703","C1223"
"2704","C1224"
"2705","C1227"
"2706","C1228"
"2707","C1229"
"2708","C123"
"2709","C1230"
"2710","C1231"
"2711","C1232"
"2712","C1234"
"2713","C1235"
"2714","C1236"
"2715","C1238"
"2716","C1239"
"2717","C124"
"2718","C1240"
"2719","C1241"
"2720","C1242"
"2721","C1243"
"2722","C1244"
"2723","C1245"
"2724","C1246"
"2725","C1248"
"2726","C1249"
"2727","C125"
"2728","C1251"
"2729","C1252"
"2730","C1253"
"2731","C1254"
"2732","C1255"
"2733","C1257"
"2734","C1258"
"2735","C1259"
"2736","C126"
"2737","C1260"
"2738","C1261"
"2739","C1262"
"2740","C1263"
"2741","C1264"
"2742","C1265"
"2743","C1266"
"2744","C1269"
"2745","C127"
"2746","C1272"
"2747","C1273"
"2748","C1274"
"2749","C1276"
"2750","C1277"
"2751","C128"
"2752","C1287"
"2753","C129"
"2754","C1291"
"2755","C1292"
"2756","C1293"
"2757","C1294"
"2758","C1296"
"2759","C1297"
"2760","C1298"
"2761","C1299"
"2762","C130"
"2763","C1300"
"2764","C1301"
"2765","C1302"
"2766","C1303"
"2767","C1304"
"2768","C1305"
"2769","C1307"
"2770","C1308"
"2771","C1309"
"2772","C131"
"2773","C1310"
"2774","C1311"
"2775","C1312"
"2776","C1313"
"2777","C1314"
"2778","C1315"
"2779","C1316"
"2780","C1317"
"2781","C132"
"2782","C1320"
"2783","C1321"
"2784","C1322"
"2785","C1323"
"2786","C1324"
"2787","C1326"
"2788","C1327"
"2789","C1328"
"2790","C1329"
"2791","C133"
"2792","C1330"
"2793","C1331"
"2794","C1332"
"2795","C1333"
"2796","C1334"
"2797","C1335"
"2798","C1336"
"2799","C1337"
"2800","C1338"
"2801","C134"
"2802","C1341"
"2803","C1342"
"2804","C1344"
"2805","C1345"
"2806","C1346"
"2807","C1347"
"2808","C135"
"2809","C1353"
"2810","C1355"
"2811","C1357"
"2812","C1358"
"2813","C1359"
"2814","C1361"
"2815","C1364"
"2816","C1366"
"2817","C1369"
"2818","C1370"
"2819","C1371"
"2820","C1372"
"2821","C1373"
"2822","C1377"
"2823","C1379"
"2824","C138"
"2825","C1380"
"2826","C1381"
"2827","C1382"
"2828","C1383"
"2829","C1384"
"2830","C1385"
"2831","C1386"
"2832","C1388"
"2833","C1389"
"2834","C139"
"2835","C1390"
"2836","C1391"
"2837","C1392"
"2838","C1393"
"2839","C1394"
"2840","C1395"
"2841","C1397"
"2842","C1398"
"2843","C1399"
"2844","C140"
"2845","C1400"
"2846","C1401"
"2847","C1402"
"2848","C1403"
"2849","C1404"
"2850","C1406"
"2851","C1408"
"2852","C141"
"2853","C1410"
"2854","C1413"
"2855","C1414"
"2856","C1415"
"2857","C1416"
"2858","C1418"
"2859","C1419"
"2860","C1420"
"2861","C1421"
"2862","C1422"
"2863","C1423"
"2864","C1424"
"2865","C1425"
"2866","C1427"
"2867","C1429"
"2868","C143"
"2869","C1430"
"2870","C1431"
"2871","C1432"
"2872","C1433"
"2873","C1434"
"2874","C1435"
"2875","C1436"
"2876","C1437"
"2877","C1438"
"2878","C1439"
"2879","C144"
"2880","C1441"
"2881","C1442"
"2882","C1443"
"2883","C1444"
"2884","C1445"
"2885","C1446"
"2886","C1447"
"2887","C1448"
"2888","C1449"
"2889","C145"
"2890","C1450"
"2891","C1451"
"2892","C1455"
"2893","C1456"
"2894","C1457"
"2895","C1459"
"2896","C146"
"2897","C1460"
"2898","C1461"
"2899","C1462"
"2900","C1463"
"2901","C1464"
"2902","C147"
"2903","C148"
"2904","C149"
"2905","C150"
"2906","C151"
"2907","C152"
"2908","C153"
"2909","C154"
"2910","C155"
"2911","C156"
"2912","C160"
"2913","C161"
"2914","C162"
"2915","C163"
"2916","C164"
"2917","C165"
"2918","C1A-C4"
"2919","C1A-gl"
"2920","C2001"
"2921","C2002"
"2922","C2003"
"2923","C2004"
"2924","C2005"
"2925","C2006"
"2926","C2007"
"2927","C2008"
"2928","C2009"
"2929","C201"
"2930","C2010"
"2931","C2011"
"2932","C2012"
"2933","C2013"
"2934","C2014"
"2935","C2015"
"2936","C2016"
"2937","C2017"
"2938","C2018"
"2939","C2019"
"2940","C202"
"2941","C2020"
"2942","C2021"
"2943","C2022"
"2944","C2023"
"2945","C2024"
"2946","C2025"
"2947","C2026"
"2948","C2027"
"2949","C2028"
"2950","C2029"
"2951","C2030"
"2952","C2031"
"2953","C2033"
"2954","C2034"
"2955","C2035"
"2956","C2036"
"2957","C2037"
"2958","C2038"
"2959","C2039"
"2960","C204"
"2961","C2042"
"2962","C2043"
"2963","C2044"
"2964","C2045"
"2965","C2046"
"2966","C2047"
"2967","C2048"
"2968","C2049"
"2969","C205"
"2970","C2051"
"2971","C2052"
"2972","C2056"
"2973","C2057"
"2974","C2058"
"2975","C2059"
"2976","C2060"
"2977","C2061"
"2978","C2062"
"2979","C2063"
"2980","C2064"
"2981","C2065"
"2982","C2066"
"2983","C2067"
"2984","C2068"
"2985","C207"
"2986","C2070"
"2987","C2072"
"2988","C2073"
"2989","C208"
"2990","C209"
"2991","C210"
"2992","C2106"
"2993","C2107"
"2994","C2108"
"2995","C2109"
"2996","C211"
"2997","C2110"
"2998","C2111"
"2999","C2112"
"3000","C2113"
"3001","C2116"
"3002","C2117"
"3003","C2118"
"3004","C2119"
"3005","C212"
"3006","C2120"
"3007","C2121"
"3008","C2123"
"3009","C2124"
"3010","C213"
"3011","C2131"
"3012","C2132"
"3013","C2134"
"3014","C2135"
"3015","C2136"
"3016","C2137"
"3017","C2139"
"3018","C214"
"3019","C2140"
"3020","C2141"
"3021","C2148"
"3022","C2149"
"3023","C215"
"3024","C2150"
"3025","C2153"
"3026","C2154"
"3027","C2155"
"3028","C2156"
"3029","C2159"
"3030","C216"
"3031","C2160"
"3032","C2163"
"3033","C2164"
"3034","C2165"
"3035","C2166"
"3036","C2167"
"3037","C2168"
"3038","C2169"
"3039","C217"
"3040","C2170"
"3041","C2171"
"3042","C2172"
"3043","C2173"
"3044","C2174"
"3045","C2175"
"3046","C2176"
"3047","C2177"
"3048","C2178"
"3049","C2179"
"3050","C2180"
"3051","C2181"
"3052","C2182"
"3053","C2183"
"3054","C2184"
"3055","C2185"
"3056","C2188"
"3057","C2189"
"3058","C2190"
"3059","C2206"
"3060","C2207"
"3061","C2208"
"3062","C2209"
"3063","C2210"
"3064","C2211"
"3065","C2212"
"3066","C2217"
"3067","C2218"
"3068","C2219"
"3069","C2220"
"3070","C2221"
"3071","C2222"
"3072","C2223"
"3073","C2224"
"3074","C2225"
"3075","C2226"
"3076","C2227"
"3077","C2228"
"3078","C2229"
"3079","C2230"
"3080","C2231"
"3081","C2232"
"3082","C2233"
"3083","C2234"
"3084","C2235"
"3085","C2236"
"3086","C2237"
"3087","C2238"
"3088","C2239"
"3089","C2240"
"3090","C2244"
"3091","C2307"
"3092","C2308"
"3093","C2309"
"3094","C2311"
"3095","C2314"
"3096","C2315"
"3097","C2316"
"3098","C2317"
"3099","C2318"
"3100","C2319"
"3101","C2320"
"3102","C2321"
"3103","C2322"
"3104","C2323"
"3105","C2324"
"3106","C2325"
"3107","C2327"
"3108","C2328"
"3109","C2329"
"3110","C2330"
"3111","C2331"
"3112","C2332"
"3113","C2394"
"3114","C2395"
"3115","C2396"
"3116","C2397"
"3117","C2398"
"3118","C2400"
"3119","C2401"
"3120","C2402"
"3121","C2403"
"3122","C2404"
"3123","C2406"
"3124","C2407"
"3125","C2408"
"3126","C2409"
"3127","C2410"
"3128","C2411"
"3129","C2412"
"3130","C2413"
"3131","C2415"
"3132","C2418"
"3133","C2420"
"3134","C2421"
"3135","C2422"
"3136","C2427"
"3137","C2429"
"3138","C2430"
"3139","C2431"
"3140","C2432"
"3141","C2434"
"3142","C2436"
"3143","C2437"
"3144","C2438"
"3145","C2440"
"3146","C2443"
"3147","C2453"
"3148","C2454"
"3149","C2456"
"3150","C2458"
"3151","C2459"
"3152","C2460"
"3153","C2464"
"3154","C2465"
"3155","C2466"
"3156","C2467"
"3157","C2470"
"3158","C2471"
"3159","C2473"
"3160","C2475"
"3161","C2476"
"3162","C2477"
"3163","C2478"
"3164","C2479"
"3165","C2480"
"3166","C2481"
"3167","C2483"
"3168","C501"
"3169","C502"
"3170","C503"
"3171","C504"
"3172","C505"
"3173","C506"
"3174","C507"
"3175","C508"
"3176","C509"
"3177","C510"
"3178","C511"
"3179","C512"
"3180","C513"
"3181","C514"
"3182","C515"
"3183","C516"
"3184","C517"
"3185","C518"
"3186","C519"
"3187","C520"
"3188","C521"
"3189","C522"
"3190","C523"
"3191","C524"
"3192","C525"
"3193","C526"
"3194","C527"
"3195","C528"
"3196","C529"
"3197","C530"
"3198","C531"
"3199","C532"
"3200","C533"
"3201","C534"
"3202","C535"
"3203","C536"
"3204","C537"
"3205","C538"
"3206","C539"
"3207","C540"
"3208","C542"
"3209","C543"
"3210","C544"
"3211","C545"
"3212","C546"
"3213","C547"
"3214","C548"
"3215","C549"
"3216","C550"
"3217","C552"
"3218","C553"
"3219","C554"
"3220","C555"
"3221","C556"
"3222","C557"
"3223","C558"
"3224","C559"
"3225","C560"
"3226","C561"
"3227","C562"
"3228","C563"
"3229","C564"
"3230","C565"
"3231","C566"
"3232","C567"
"3233","C568"
"3234","C569"
"3235","C570"
"3236","C571"
"3237","C572"
"3238","C573"
"3239","C574"
"3240","C575"
"3241","C576"
"3242","C577"
"3243","C578"
"3244","C579"
"3245","C580"
"3246","C581"
"3247","C582"
"3248","C583"
"3249","C584"
"3250","C585"
"3251","C586"
"3252","C587"
"3253","C588"
"3254","C589"
"3255","C590"
"3256","C591"
"3257","C592"
"3258","C593"
"3259","C594"
"3260","C595"
"3261","C596"
"3262","C597"
"3263","C598"
"3264","C601"
"3265","C602"
"3266","C603"
"3267","C604"
"3268","C606"
"3269","C607"
"3270","C608"
"3271","C609"
"3272","C610"
"3273","C611"
"3274","C612"
"3275","C613"
"3276","C614"
"3277","C615"
"3278","C616"
"3279","C617"
"3280","C618"
"3281","C619"
"3282","C620"
"3283","C621"
"3284","C622"
"3285","C623"
"3286","C624"
"3287","C625"
"3288","C626"
"3289","C627"
"3290","C628"
"3291","C629"
"3292","C630"
"3293","C631"
"3294","C633"
"3295","C634"
"3296","C635"
"3297","C636"
"3298","C637"
"3299","C638"
"3300","C639"
"3301","C640"
"3302","C641"
"3303","C642"
"3304","C643"
"3305","C644"
"3306","C645"
"3307","C646"
"3308","C647"
"3309","C648"
"3310","C649"
"3311","C650"
"3312","C651"
"3313","C652"
"3314","C653"
"3315","C654"
"3316","C655"
"3317","C656"
"3318","C657"
"3319","C658"
"3320","C659"
"3321","C660"
"3322","C661"
"3323","C662"
"3324","C663"
"3325","C664"
"3326","C665"
"3327","C666"
"3328","C667"
"3329","C668"
"3330","C669"
"3331","C670"
"3332","C671"
"3333","C672"
"3334","C673"
"3335","C674"
"3336","C675"
"3337","C676"
"3338","C677"
"3339","C678"
"3340","C679"
"3341","C680"
"3342","C681"
"3343","C682"
"3344","C683"
"3345","C684"
"3346","C685"
"3347","C686"
"3348","C687"
"3349","C688"
"3350","C689"
"3351","C690"
"3352","C691"
"3353","C692"
"3354","C693"
"3355","C694"
"3356","C695"
"3357","C696"
"3358","C698"
"3359","C699"
"3360","C703"
"3361","C704"
"3362","C706"
"3363","C707"
"3364","C708"
"3365","C709"
"3366","C710"
"3367","C801"
"3368","C803"
"3369","C804"
"3370","C805"
"3371","C806"
"3372","C807"
"3373","C808"
"3374","C810"
"3375","C812"
"3376","C814"
"3377","C815"
"3378","C816"
"3379","C817"
"3380","C818"
"3381","C819"
"3382","C820"
"3383","C821"
"3384","C822"
"3385","C823"
"3386","C824"
"3387","C825"
"3388","C826"
"3389","C827"
"3390","C828"
"3391","C829"
"3392","C830"
"3393","C831"
"3394","C832"
"3395","C835"
"3396","C836"
"3397","C837"
"3398","C838"
"3399","C839"
"3400","C840"
"3401","C841"
"3402","C842"
"3403","C843"
"3404","C844"
"3405","C845"
"3406","C846"
"3407","C847"
"3408","C848"
"3409","C849"
"3410","C850"
"3411","C851"
"3412","C852"
"3413","C853"
"3414","C854"
"3415","C855"
"3416","C856"
"3417","C857"
"3418","C858"
"3419","C859"
"3420","C860"
"3421","C861"
"3422","C862"
"3423","C863"
"3424","C864"
"3425","C865"
"3426","C866"
"3427","C867"
"3428","C868"
"3429","C869"
"3430","C870"
"3431","C871"
"3432","C872"
"3433","C873"
"3434","C874"
"3435","C875"
"3436","C876"
"3437","C877"
"3438","C878"
"3439","C879"
"3440","C880"
"3441","C881"
"3442","C882"
"3443","C884"
"3444","C885"
"3445","C886"
"3446","C887"
"3447","C888"
"3448","C889"
"3449","C890"
"3450","C892"
"3451","C893"
"3452","C894"
"3453","C895"
"3454","C896"
"3455","C897"
"3456","C898"
"3457","C899"
"3458","C900"
"3459","C901"
"3460","C902"
"3461","C903"
"3462","C904"
"3463","C905"
"3464","C906"
"3465","C907"
"3466","C908"
"3467","C909"
"3468","C910"
"3469","C911"
"3470","C912"
"3471","C913"
"3472","C914"
"3473","C915"
"3474","C916"
"3475","C917"
"3476","C918"
"3477","C919"
"3478","C920"
"3479","C921"
"3480","C922"
"3481","C923"
"3482","C924"
"3483","C925"
"3484","C926"
"3485","C927"
"3486","C928"
"3487","C929"
"3488","C930"
"3489","C931"
"3490","C932"
"3491","C933"
"3492","C934"
"3493","C935"
"3494","C936"
"3495","C937"
"3496","C938"
"3497","C939"
"3498","C940"
"3499","C941"
"3500","C942"
"3501","C943"
"3502","C944"
"3503","C945"
"3504","C946"
"3505","C947"
"3506","C948"
"3507","C949"
"3508","C950"
"3509","C951"
"3510","C952"
"3511","C953"
"3512","C954"
"3513","C955"
"3514","C956"
"3515","C957"
"3516","C958"
"3517","C959"
"3518","C960"
"3519","C961"
"3520","C962"
"3521","C963"
"3522","C964"
"3523","C965"
"3524","C966"
"3525","C967"
"3526","C968"
"3527","C969"
"3528","C970"
"3529","C971"
"3530","C972"
"3531","C973"
"3532","C974"
"3533","C975"
"3534","C976"
"3535","C977"
"3536","C978"
"3537","C979"
"3538","C980"
"3539","C981"
"3540","C982"
"3541","C983"
"3542","C984"
"3543","C985"
"3544","C986"
"3545","C987"
"3546","C990"
"3547","C991"
"3548","C992"
"3549","C993"
"3550","C994"
"3551","C995"
"3552","C996"
"3553","C997"
"3554","C998"
"3555","C999"
"3556","COV107-23"
"3557","COV2-2002"
"3558","COV2-2333"
"3559","COVA1-01"
"3560","COVA1-02"
"3561","COVA1-03"
"3562","COVA1-04"
"3563","COVA1-05"
"3564","COVA1-06"
"3565","COVA1-07"
"3566","COVA1-08"
"3567","COVA1-09"
"3568","COVA1-10"
"3569","COVA1-11"
"3570","COVA1-12"
"3571","COVA1-13"
"3572","COVA1-14"
"3573","COVA1-15"
"3574","COVA1-16"
"3575","COVA1-17"
"3576","COVA1-18"
"3577","COVA1-19"
"3578","COVA1-20"
"3579","COVA1-21"
"3580","COVA1-22"
"3581","COVA1-23"
"3582","COVA1-24"
"3583","COVA1-25"
"3584","COVA1-26"
"3585","COVA1-27"
"3586","COVA2-01"
"3587","COVA2-02"
"3588","COVA2-03"
"3589","COVA2-04"
"3590","COVA2-05"
"3591","COVA2-06"
"3592","COVA2-07"
"3593","COVA2-08"
"3594","COVA2-09"
"3595","COVA2-10"
"3596","COVA2-11"
"3597","COVA2-12"
"3598","COVA2-13"
"3599","COVA2-14"
"3600","COVA2-15"
"3601","COVA2-16"
"3602","COVA2-17"
"3603","COVA2-18"
"3604","COVA2-19"
"3605","COVA2-20"
"3606","COVA2-21"
"3607","COVA2-22"
"3608","COVA2-23"
"3609","COVA2-24"
"3610","COVA2-25"
"3611","COVA2-26"
"3612","COVA2-27"
"3613","COVA2-28"
"3614","COVA2-29"
"3615","COVA2-30"
"3616","COVA2-31"
"3617","COVA2-32"
"3618","COVA2-33"
"3619","COVA2-34"
"3620","COVA2-35"
"3621","COVA2-36"
"3622","COVA2-37"
"3623","COVA2-38"
"3624","COVA2-39"
"3625","COVA2-40"
"3626","COVA2-41"
"3627","COVA2-42"
"3628","COVA2-43"
"3629","COVA2-44"
"3630","COVA2-45"
"3631","COVA2-46"
"3632","COVA2-47"
"3633","COVA3-01"
"3634","COVA3-02"
"3635","COVA3-03"
"3636","COVA3-04"
"3637","COVA3-05"
"3638","COVA3-06"
"3639","COVA3-07"
"3640","COVA3-08"
"3641","COVA3-09"
"3642","COVA3-10"
"3643","COVD21-C8"
"3644","CR3014-C8"
"3645","CR3014-D1"
"3646","CR3022-B11"
"3647","CR3022-B6"
"3648","CR3022-G11"
"3649","CV3-13"
"3650","Chan-SC31"
"3651","Chen_SR1"
"3652","Chen_SR12"
"3653","Chen_SR12_c3"
"3654","Chen_SR12_c5"
"3655","Chen_SR12_f3"
"3656","Chen_SR12_t6"
"3657","Chen_SR12_t9"
"3658","Chen_SR1_t2"
"3659","Chen_SR2"
"3660","Chen_SR2_c3"
"3661","Chen_SR2_c4"
"3662","Chen_SR2_f3"
"3663","Chen_SR2_t5"
"3664","Chen_SR2_t9"
"3665","Chen_SR4"
"3666","Chen_SR4_c1"
"3667","Chen_SR4_f3"
"3668","Chen_SR4_t13"
"3669","Chen_SR4_t4"
"3670","Chen_SR4_t5"
"3671","Chen_SR4_t6"
"3672","Chen_SR4_t9"
"3673","Chen_SR6"
"3674","Chen_SR6_c3"
"3675","Chen_SR6_f3"
"3676","Chen_SR6_t12"
"3677","Chen_SR6_t4"
"3678","Chen_SR6_t5"
"3679","Chen_SR6_t6"
"3680","Chen_SR6_t9"
"3681","Chen_SR6v1"
"3682","Chen_SR6v10"
"3683","Chen_SR6v15"
"3684","Chen_SR6v7"
"3685","Chen_SR6v9"
"3686","Chen_SR8"
"3687","Chen_SR8_c2"
"3688","Chen_SR8_t5"
"3689","Clone11-9"
"3690","D27LE"
"3691","D27LEY;Y4.2"
"3692","D27_Clone1"
"3693","D27_Clone2"
"3694","D27_Clone3"
"3695","D27_Clone5"
"3696","D27_Clone9"
"3697","D59047-11955"
"3698","D70678-12637-S1"
"3699","D70678-12799-S1"
"3700","D70678-13531-S1"
"3701","D70678-13576-S1"
"3702","D70678-14004-S2"
"3703","D70678-14027-S2"
"3704","D70678-2155-S1"
"3705","D70678-2743-S1"
"3706","D70678-5521-S2"
"3707","DH1050-1"
"3708","DH1052"
"3709","DH1058-1"
"3710","DH1161.1"
"3711","DL28"
"3712","DL4"
"3713","DXP-593"
"3714","DXP-604"
"3715","DesAb-RBD-C1"
"3716","DesAb-RBD-C2"
"3717","Ehling_mAb-50"
"3718","Ehling_mAb-56"
"3719","Ehling_mAb-64"
"3720","Ehling_mAb-76"
"3721","Ehling_mAb-82"
"3722","Fab-15033"
"3723","Fab-236"
"3724","Fab-298"
"3725","Fab-324"
"3726","Fab-46"
"3727","Fab-52"
"3728","Fab-80"
"3729","Fab-82"
"3730","Fu2"
"3731","H11-D4"
"3732","H11-H4"
"3733","H4"
"3734","Hanke_H6"
"3735","Hanke_H7"
"3736","Hong-1B5"
"3737","Hong-1H6"
"3738","Hong-2F7"
"3739","Hong-7A3"
"3740","Hong-8A2"
"3741","Hong-8A4"
"3742","Huo_C1"
"3743","Huo_C5"
"3744","Huo_F2"
"3745","Huo_H3"
"3746","LR1"
"3747","LR10"
"3748","LR11"
"3749","LR12"
"3750","LR13"
"3751","LR14"
"3752","LR15"
"3753","LR16"
"3754","LR17"
"3755","LR18"
"3756","LR2"
"3757","LR3"
"3758","LR4"
"3759","LR5"
"3760","LR6"
"3761","LR7"
"3762","LR8"
"3763","LR9"
"3764","MD17"
"3765","MD29"
"3766","MD45"
"3767","MD47"
"3768","MD62"
"3769","MD63"
"3770","MD65"
"3771","MD67"
"3772","MR1"
"3773","MR10"
"3774","MR11"
"3775","MR12"
"3776","MR13"
"3777","MR14"
"3778","MR15"
"3779","MR16"
"3780","MR17"
"3781","MR18"
"3782","MR19"
"3783","MR2"
"3784","MR3"
"3785","MR4"
"3786","MR5"
"3787","MR6"
"3788","MR7"
"3789","MR8"
"3790","MR9"
"3791","Mullen_15G11"
"3792","Mullen_18F4"
"3793","Mullen_1E5"
"3794","Mullen_1G3"
"3795","Mullen_21C3"
"3796","Mullen_22D9"
"3797","Mullen_23D11"
"3798","Mullen_26E2"
"3799","Mullen_29F7"
"3800","Mullen_3B3"
"3801","Mullen_3F2"
"3802","NIH-CoVnb-103"
"3803","NIH-CoVnb-108"
"3804","NIH-CoVnb-109"
"3805","NIH-CoVnb-112"
"3806","NIH-CoVnb-113"
"3807","NM1220"
"3808","NM1221"
"3809","NM1222"
"3810","NM1223"
"3811","NM1224"
"3812","NM1226"
"3813","NM1227"
"3814","NM1228"
"3815","NM1229"
"3816","NM1230"
"3817","Nb#11"
"3818","Nb#12"
"3819","Nb#15"
"3820","Nb#16"
"3821","Nb#17"
"3822","Nb#18"
"3823","Nb#19"
"3824","Nb#2"
"3825","Nb#24"
"3826","Nb#3"
"3827","Nb#6"
"3828","Nb#8"
"3829","Nb10"
"3830","Nb100"
"3831","Nb102"
"3832","Nb103"
"3833","Nb104"
"3834","Nb105"
"3835","Nb106"
"3836","Nb107"
"3837","Nb11"
"3838","Nb12"
"3839","Nb15"
"3840","Nb16"
"3841","Nb17"
"3842","Nb18"
"3843","Nb2"
"3844","Nb20"
"3845","Nb21"
"3846","Nb24"
"3847","Nb26"
"3848","Nb28"
"3849","Nb29"
"3850","Nb3"
"3851","Nb32"
"3852","Nb33"
"3853","Nb34"
"3854","Nb36"
"3855","Nb37"
"3856","Nb39"
"3857","Nb4"
"3858","Nb41"
"3859","Nb42"
"3860","Nb43"
"3861","Nb44"
"3862","Nb46"
"3863","Nb48"
"3864","Nb5"
"3865","Nb51"
"3866","Nb52"
"3867","Nb55"
"3868","Nb58"
"3869","Nb59"
"3870","Nb6"
"3871","Nb60"
"3872","Nb62"
"3873","Nb63"
"3874","Nb64"
"3875","Nb65"
"3876","Nb66"
"3877","Nb68"
"3878","Nb73"
"3879","Nb74"
"3880","Nb76"
"3881","Nb78"
"3882","Nb80"
"3883","Nb81"
"3884","Nb82"
"3885","Nb83"
"3886","Nb84"
"3887","Nb87"
"3888","Nb89"
"3889","Nb9"
"3890","Nb90"
"3891","Nb91"
"3892","Nb92"
"3893","Nb93"
"3894","Nb94"
"3895","Nb95"
"3896","Nb96"
"3897","Nb97"
"3898","Nb98"
"3899","Nb99"
"3900","OC24"
"3901","P34D10"
"3902","P34E3"
"3903","P34G12"
"3904","P4A1-1"
