"ab_idx","chain","V gene","source"
"added399","L","IGKV1-5","abysis"
"added39","H","IGHV3-7","abysis"
"added39","L","IGKV1-6","abysis"
"added3","H","IGHV3-30","abysis"
"added3","L","IGKV1-33","abysis"
"added400","H","IGHV2-26","abysis"
"added400","L","IGKV1-39","abysis"
"added401","H","IGHV4-4","abysis"
"added401","L","IGKV1-39","abysis"
"added402","H","IGHV4-61","abysis"
"added402","L","IGKV1-16","abysis"
"added403","H","IGHV4-61","abysis"
"added403","L","IGKV1-16","abysis"
"added404","H","IGHV4-39","abysis"
"added404","L","IGKV3-15","abysis"
"added405","H","IGHV3-21","abysis"
"added405","L","IGKV1-39","abysis"
"added406","H","IGHV3-23","abysis"
"added406","L","IGKV3D-20","abysis"
"added407","H","IGHV3-30","abysis"
"added407","L","IGLV3-1","abysis"
"added408","H","IGHV3-9","abysis"
"added408","L","IGKV1-39","abysis"
"added409","H","IGHV3-30","abysis"
"added409","L","IGLV2-14","abysis"
"added40","H","IGHV1-69","abysis"
"added40","L","IGKV1-9","abysis"
"added410","H","IGHV1-69","abysis"
"added410","L","IGKV3D-20","abysis"
"added411","H","IGHV3-33","abysis"
"added411","L","IGKV1-39","abysis"
"added412","H","IGHV1-69","abysis"
"added412","L","IGKV3D-20","abysis"
"added413","H","IGHV1-69","abysis"
"added413","L","IGKV1-39","abysis"
"added414","H","IGHV2-5","abysis"
"added414","L","IGKV1-33","abysis"
"added415","H","IGHV4-31","abysis"
"added415","L","IGLV3-19","abysis"
"added416","H","IGHV3-30","abysis"
"added416","L","IGLV1-51","abysis"
"added417","H","IGHV3-30","abysis"
"added417","L","IGKV1-12","abysis"
"added418","H","IGHV3-30","abysis"
"added418","L","IGLV1-44","abysis"
"added419","H","IGHV4-4","abysis"
"added419","L","IGKV1-39","abysis"
"added41","H","IGHV3-30","abysis"
"added41","L","IGKV1-9","abysis"
"added420","H","IGHV3-30","abysis"
"added420","L","IGKV4-1","abysis"
"added421","H","IGHV3-23","abysis"
"added421","L","IGKV3D-20","abysis"
"added422","H","IGHV3-30","abysis"
"added422","L","IGKV1-5","abysis"
"added423","H","IGHV4-30-4","abysis"
"added423","L","IGKV1-12","abysis"
"added424","H","IGHV3-23","abysis"
"added424","L","IGLV3-21","abysis"
"added425","H","IGHV4-39","abysis"
"added425","L","IGLV3-1","abysis"
"added426","H","IGHV3-11","abysis"
"added426","L","IGKV1-9","abysis"
"added427","H","IGHV1-69","abysis"
"added427","L","IGKV1-39","abysis"
"added428","H","IGHV3-33","abysis"
"added428","L","IGKV3-11","abysis"
"added429","H","IGHV4-38-2","abysis"
"added429","L","IGLV1-44","abysis"
"added42","H","IGHV4-59","abysis"
"added42","L","IGKV1-39","abysis"
"added430","H","IGHV3-11","abysis"
"added430","L","IGKV3D-20","abysis"
"added431","H","IGHV2-5","abysis"
"added431","L","IGKV1-9","abysis"
"added432","H","IGHV3-73","abysis"
"added432","L","IGKV2-18","abysis"
"added433","H","IGHV5-51","abysis"
"added433","L","IGKV3D-20","abysis"
"added434","H","IGHV3-30","abysis"
"added434","L","IGLV3-25","abysis"
"added435","H","IGHV1-3","abysis"
"added435","L","IGLV2-14","abysis"
"added436","H","IGHV1-69","abysis"
"added436","L","IGKV3D-20","abysis"
"added437","H","IGHV4-39","abysis"
"added437","L","IGKV3-11","abysis"
"added438","H","IGHV2-5","abysis"
"added438","L","IGKV1-33","abysis"
"added439","H","IGHV4-4","abysis"
"added439","L","IGKV1-5","abysis"
"added43","H","IGHV4-59","abysis"
"added43","L","IGKV3-15","abysis"
"added440","H","IGHV3-9","abysis"
"added440","L","IGKV1-39","abysis"
"added441","H","IGHV4-30-4","abysis"
"added441","L","IGKV3-11","abysis"
"added442","H","IGHV4-31","abysis"
"added442","L","IGKV1-39","abysis"
"added443","H","IGHV3-48","abysis"
"added443","L","IGKV3-15","abysis"
"added444","H","IGHV1-69","abysis"
"added444","L","IGLV1-40","abysis"
"added445","H","IGHV3-20","abysis"
"added445","L","IGKV1-6","abysis"
"added446","H","IGHV1-18","abysis"
"added446","L","IGKV1-39","abysis"
"added447","H","IGHV1-18","abysis"
"added447","L","IGKV1-9","abysis"
"added448","H","IGHV3-30","abysis"
"added448","L","IGKV1-33","abysis"
"added449","H","IGHV1-24","abysis"
"added449","L","IGKV1-16","abysis"
"added44","H","IGHV1-69","abysis"
"added44","L","IGLV1-47","abysis"
"added450","H","IGHV3-74","abysis"
"added450","L","IGKV1-5","abysis"
"added451","H","IGHV3-21","abysis"
"added451","L","IGLV2-14","abysis"
"added452","H","IGHV3-30","abysis"
"added452","L","IGKV3-11","abysis"
"added453","H","IGHV3-30","abysis"
"added453","L","IGKV3-11","abysis"
"added454","H","IGHV1-46","abysis"
"added454","L","IGKV3-11","abysis"
"added455","H","IGHV1-18","abysis"
"added455","L","IGKV1-33","abysis"
"added456","H","IGHV2-5","abysis"
"added456","L","IGLV1-40","abysis"
"added457","H","IGHV1-69","abysis"
"added457","L","IGKV3-11","abysis"
"added458","H","IGHV3-23","abysis"
"added458","L","IGKV3D-20","abysis"
"added459","H","IGHV4-39","abysis"
"added459","L","IGLV1-51","abysis"
"added45","H","IGHV3-30","abysis"
"added45","L","IGLV3-21","abysis"
"added460","H","IGHV3-49","abysis"
"added460","L","IGLV4-3","abysis"
"added461","H","IGHV4-4","abysis"
"added461","L","IGLV2-14","abysis"
"added462","H","IGHV3-30","abysis"
"added462","L","IGKV2-30","abysis"
"added463","H","IGHV3-23","abysis"
"added463","L","IGLV2-14","abysis"
"added464","H","IGHV3-21","abysis"
"added464","L","IGKV1-39","abysis"
"added465","H","IGHV3-21","abysis"
"added465","L","IGKV1-39","abysis"
"added466","H","IGHV3-23","abysis"
"added466","L","IGKV3-11","abysis"
"added467","H","IGHV4-39","abysis"
"added467","L","IGKV3D-20","abysis"
"added468","H","IGHV4-34","abysis"
"added468","L","IGLV1-51","abysis"
"added469","H","IGHV1-69","abysis"
"added469","L","IGLV1-44","abysis"
"added46","H","IGHV1-3","abysis"
"added46","L","IGKV1-39","abysis"
"added470","H","IGHV3-23","abysis"
"added470","L","IGKV3D-20","abysis"
"added471","H","IGHV1-69","abysis"
"added471","L","IGKV1-27","abysis"
"added472","H","IGHV3-33","abysis"
"added472","L","IGKV3D-20","abysis"
"added473","H","IGHV2-5","abysis"
"added473","L","IGKV1-9","abysis"
"added474","H","IGHV3-23","abysis"
"added474","L","IGKV3-15","abysis"
"added475","H","IGHV1-69","abysis"
"added475","L","IGKV3D-20","abysis"
"added476","H","IGHV6-1","abysis"
"added476","L","IGLV3-19","abysis"
"added477","H","IGHV3-21","abysis"
"added477","L","IGKV1-39","abysis"
"added478","H","IGHV4-30-4","abysis"
"added478","L","IGKV1-16","abysis"
"added479","H","IGHV3-30","abysis"
"added479","L","IGKV1-39","abysis"
"added47","H","IGHV1-18","abysis"
"added47","L","IGKV1-39","abysis"
"added480","H","IGHV3-7","abysis"
"added480","L","IGKV1-39","abysis"
"added481","H","IGHV3-21","abysis"
"added481","L","IGLV2-14","abysis"
"added482","H","IGHV6-1","abysis"
"added482","L","IGKV1-12","abysis"
"added483","H","IGHV3-30","abysis"
"added483","L","IGKV1-5","abysis"
"added484","H","IGHV5-51","abysis"
"added484","L","IGKV2-28","abysis"
"added485","H","IGHV1-3","abysis"
"added485","L","IGLV1-40","abysis"
"added486","H","IGHV1-3","abysis"
"added486","L","IGLV1-40","abysis"
"added487","H","IGHV1-69","abysis"
"added487","L","IGKV3D-20","abysis"
"added488","H","IGHV1-69","abysis"
"added488","L","IGKV3D-20","abysis"
"added489","H","IGHV1-69","abysis"
"added489","L","IGKV1-12","abysis"
"added48","H","IGHV1-18","abysis"
"added48","L","IGKV1-39","abysis"
"added490","H","IGHV1-69","abysis"
"added490","L","IGKV3D-20","abysis"
"added491","H","IGHV1-2","abysis"
"added491","L","IGLV2-14","abysis"
"added492","H","IGHV3-48","abysis"
"added492","L","IGKV3D-20","abysis"
"added493","H","IGHV3-20","abysis"
"added493","L","IGKV1-12","abysis"
"added494","H","IGHV1-2","abysis"
"added494","L","IGKV3D-20","abysis"
"added495","H","IGHV1-69","abysis"
"added495","L","IGKV1-12","abysis"
"added496","H","IGHV3-23","abysis"
"added496","L","IGKV1-5","abysis"
"added497","H","IGHV5-51","abysis"
"added497","L","IGLV2-14","abysis"
"added498","H","IGHV4-59","abysis"
"added498","L","IGLV3-19","abysis"
"added499","H","IGHV5-51","abysis"
"added499","L","IGLV2-14","abysis"
"added49","H","IGHV4-38-2","abysis"
"added49","L","IGLV1-44","abysis"
"added4","H","IGHV3-30","abysis"
"added4","L","IGKV1-33","abysis"
"added500","H","IGHV4-30-2","abysis"
"added500","L","IGKV1-39","abysis"
"added501","H","IGHV3-30","abysis"
"added501","L","IGLV3-19","abysis"
"added502","H","IGHV4-59","abysis"
"added502","L","IGKV1-5","abysis"
"added503","H","IGHV1-69","abysis"
"added503","L","IGKV1-27","abysis"
"added504","H","IGHV1-69","abysis"
"added504","L","IGKV3D-20","abysis"
"added505","H","IGHV1-69","abysis"
"added505","L","IGKV1-27","abysis"
"added506","H","IGHV3-7","abysis"
"added506","L","IGKV1-5","abysis"
"added507","H","IGHV3-33","abysis"
"added507","L","IGKV1-39","abysis"
"added508","H","IGHV4-39","abysis"
"added508","L","IGLV1-51","abysis"
"added509","H","IGHV3-33","abysis"
"added509","L","IGKV1-39","abysis"
"added50","H","IGHV1-69","abysis"
"added50","L","IGKV3D-20","abysis"
"added510","H","IGHV3-30","abysis"
"added510","L","IGKV1-12","abysis"
"added511","H","IGHV4-4","abysis"
"added511","L","IGKV1-39","abysis"
"added512","H","IGHV5-51","abysis"
"added512","L","IGLV1-47","abysis"
"added513","H","IGHV1-2","abysis"
"added513","L","IGKV1-8","abysis"
"added514","H","IGHV1-69","abysis"
"added514","L","IGLV1-44","abysis"
"added515","H","IGHV3-21","abysis"
"added515","L","IGKV1-39","abysis"
"added516","H","IGHV3-21","abysis"
"added516","L","IGKV2-18","abysis"
"added517","H","IGHV1-3","abysis"
"added517","L","IGLV1-51","abysis"
"added518","H","IGHV3-48","abysis"
"added518","L","IGKV3-15","abysis"
"added519","H","IGHV1-18","abysis"
"added519","L","IGKV1-17","abysis"
"added51","H","IGHV5-10-1","abysis"
"added51","L","IGKV3D-20","abysis"
"added520","H","IGHV4-31","abysis"
"added520","L","IGKV1-39","abysis"
"added521","H","IGHV2-5","abysis"
"added521","L","IGKV1-39","abysis"
"added522","H","IGHV4-4","abysis"
"added522","L","IGLV1-44","abysis"
"added523","H","IGHV4-4","abysis"
"added523","L","IGLV1-40","abysis"
"added524","H","IGHV1-69","abysis"
"added524","L","IGKV1-27","abysis"
"added525","H","IGHV1-8","abysis"
"added525","L","IGLV2-14","abysis"
"added526","H","IGHV3-7","abysis"
"added526","L","IGLV7-46","abysis"
"added527","H","IGHV4-34","abysis"
"added527","L","IGLV7-46","abysis"
"added528","H","IGHV1-2","abysis"
"added528","L","IGKV1-33","abysis"
"added529","H","IGHV3-23","abysis"
"added529","L","IGKV1-39","abysis"
"added52","H","IGHV1-69","abysis"
"added52","L","IGKV3D-20","abysis"
"added530","H","IGHV3-49","abysis"
"added530","L","IGKV1-27","abysis"
"added531","H","IGHV2-70","abysis"
"added531","L","IGLV4-60","abysis"
"added532","H","IGHV3-11","abysis"
"added532","L","IGLV7-46","abysis"
"added533","H","IGHV3-9","abysis"
"added533","L","IGKV2-29","abysis"
"added534","H","IGHV4-59","abysis"
"added534","L","IGLV2-8","abysis"
"added535","H","IGHV1-2","abysis"
"added535","L","IGLV1-40","abysis"
"added536","H","IGHV3-7","abysis"
"added536","L","IGKV4-1","abysis"
"added537","H","IGHV3-30","abysis"
"added537","L","IGKV1-16","abysis"
"added538","H","IGHV2-26","abysis"
"added538","L","IGKV1-27","abysis"
"added539","H","IGHV3-7","abysis"
"added539","L","IGKV3D-20","abysis"
"added53","H","IGHV3-53","abysis"
"added53","L","IGKV1-39","abysis"
"added540","H","IGHV5-51","abysis"
"added540","L","IGKV3D-20","abysis"
"added541","H","IGHV3-23","abysis"
"added541","L","IGKV1-5","abysis"
"added542","H","IGHV1-18","abysis"
"added542","L","IGKV1-39","abysis"
"added543","H","IGHV1-46","abysis"
"added543","L","IGKV1-27","abysis"
"added544","H","IGHV1-46","abysis"
"added544","L","IGKV1-27","abysis"
"added545","H","IGHV4-4","abysis"
"added545","L","IGKV1-33","abysis"
"added546","H","IGHV3-11","abysis"
"added546","L","IGKV2D-29","abysis"
"added547","H","IGHV3-64","abysis"
"added547","L","IGKV3D-20","abysis"
"added548","H","IGHV3-30","abysis"
"added548","L","IGKV1-39","abysis"
"added549","H","IGHV1-69","abysis"
"added549","L","IGKV1-27","abysis"
"added54","H","IGHV2-26","abysis"
"added54","L","IGKV3D-20","abysis"
"added550","H","IGHV1-18","abysis"
"added550","L","IGKV1-39","abysis"
"added551","H","IGHV1-69","abysis"
"added551","L","IGKV1-5","abysis"
"added552","H","IGHV3-7","abysis"
"added552","L","IGLV1-40","abysis"
"added553","H","IGHV1-69","abysis"
"added553","L","IGKV3D-20","abysis"
"added554","H","IGHV3-23","abysis"
"added554","L","IGLV7-46","abysis"
"added555","H","IGHV3-9","abysis"
"added555","L","IGKV1-39","abysis"
"added556","H","IGHV3-23","abysis"
"added556","L","IGKV3-11","abysis"
"added557","H","IGHV3-23","abysis"
"added557","L","IGKV3-11","abysis"
"added558","H","IGHV3-21","abysis"
"added558","L","IGKV1-39","abysis"
"added559","H","IGHV5-51","abysis"
"added559","L","IGKV3D-20","abysis"
"added55","H","IGHV6-1","abysis"
"added55","L","IGLV2-23","abysis"
"added560","H","IGHV5-51","abysis"
"added560","L","IGKV3D-20","abysis"
"added561","H","IGHV1-46","abysis"
"added561","L","IGKV3D-20","abysis"
"added562","H","IGHV1-69","abysis"
"added562","L","IGKV3D-20","abysis"
"added563","H","IGHV4-4","abysis"
"added563","L","IGKV1-39","abysis"
"added564","H","IGHV3-66","abysis"
"added564","L","IGKV1-5","abysis"
"added565","H","IGHV3-7","abysis"
"added565","L","IGKV1-9","abysis"
"added566","H","IGHV3-7","abysis"
"added566","L","IGKV1-9","abysis"
"added567","H","IGHV1-69","abysis"
"added567","L","IGKV3D-20","abysis"
"added568","H","IGHV5-10-1","abysis"
"added568","L","IGKV1-5","abysis"
"added569","H","IGHV1-18","abysis"
"added569","L","IGKV1-39","abysis"
"added56","H","IGHV1-3","abysis"
"added56","L","IGLV1-51","abysis"
"added570","H","IGHV3-30","abysis"
"added570","L","IGKV1-6","abysis"
"added571","H","IGHV3-9","abysis"
"added571","L","IGKV1-39","abysis"
"added572","H","IGHV3-64D","abysis"
"added572","L","IGKV1-9","abysis"
"added573","H","IGHV1-69","abysis"
"added573","L","IGKV1-27","abysis"
"added574","H","IGHV1-69","abysis"
"added574","L","IGKV1-27","abysis"
"added575","H","IGHV3-23","abysis"
"added575","L","IGLV2-23","abysis"
"added576","H","IGHV4-61","abysis"
"added576","L","IGKV3D-20","abysis"
"added577","H","IGHV1-18","abysis"
"added577","L","IGKV3-15","abysis"
"added578","H","IGHV3-7","abysis"
"added578","L","IGKV3-11","abysis"
"added579","H","IGHV4-4","abysis"
"added579","L","IGLV1-51","abysis"
"added57","H","IGHV3-33","abysis"
"added57","L","IGKV3D-20","abysis"
"added580","H","IGHV3-30","abysis"
"added580","L","IGKV1-5","abysis"
"added581","H","IGHV3-23","abysis"
"added581","L","IGKV3-11","abysis"
"added582","H","IGHV3-23","abysis"
"added582","L","IGKV3-11","abysis"
"added583","H","IGHV4-38-2","abysis"
"added583","L","IGLV1-44","abysis"
"added584","H","IGHV3-30","abysis"
"added584","L","IGKV1-17","abysis"
"added585","H","IGHV3-48","abysis"
"added585","L","IGLV2-14","abysis"
"added586","H","IGHV1-69","abysis"
"added586","L","IGLV1-51","abysis"
"added587","H","IGHV1-18","abysis"
"added587","L","IGKV1-39","abysis"
"added588","H","IGHV1-18","abysis"
"added588","L","IGKV1-39","abysis"
"added589","H","IGHV1-2","abysis"
"added589","L","IGLV3-21","abysis"
"added58","H","IGHV5-51","abysis"
"added58","L","IGLV1-47","abysis"
"added590","H","IGHV3-30","abysis"
"added590","L","IGKV1-12","abysis"
"added591","H","IGHV2-5","abysis"
"added591","L","IGKV1-39","abysis"
"added592","H","IGHV3-23","abysis"
"added592","L","IGKV3-15","abysis"
"added593","H","IGHV4-39","abysis"
"added593","L","IGLV8-61","abysis"
"added594","H","IGHV1-69","abysis"
"added594","L","IGKV3-11","abysis"
"added595","H","IGHV3-21","abysis"
"added595","L","IGKV3-20","abysis"
"added596","H","IGHV5-10-1","abysis"
"added596","L","IGLV2-14","abysis"
"added597","H","IGHV3-21","abysis"
"added597","L","IGKV1-39","abysis"
"added598","H","IGHV3-30","abysis"
"added598","L","IGKV1-39","abysis"
"added599","H","IGHV1-18","abysis"
"added599","L","IGKV4-1","abysis"
"added59","H","IGHV1-69","abysis"
"added59","L","IGKV3D-20","abysis"
"added5","H","IGHV3-30","abysis"
"added5","L","IGKV1-33","abysis"
"added600","H","IGHV3-30","abysis"
"added600","L","IGKV1-9","abysis"
"added601","H","IGHV3-21","abysis"
"added601","L","IGLV3-19","abysis"
"added602","H","IGHV3-30","abysis"
"added602","L","IGLV3-10","abysis"
"added603","H","IGHV1-69","abysis"
"added603","L","IGKV3D-20","abysis"
"added604","H","IGHV5-51","abysis"
"added604","L","IGKV1-33","abysis"
"added605","H","IGHV5-51","abysis"
"added605","L","IGKV3D-20","abysis"
"added606","H","IGHV5-51","abysis"
"added606","L","IGKV3D-20","abysis"
"added607","H","IGHV1-69","abysis"
"added607","L","IGKV3-15","abysis"
"added608","H","IGHV1-69","abysis"
"added608","L","IGKV3D-20","abysis"
"added609","H","IGHV4-59","abysis"
"added609","L","IGKV3-15","abysis"
"added60","H","IGHV3-48","abysis"
"added60","L","IGKV3-15","abysis"
"added610","H","IGHV3-21","abysis"
"added610","L","IGKV3D-20","abysis"
"added611","H","IGHV1-69","abysis"
"added611","L","IGKV3D-20","abysis"
"added612","H","IGHV2-26","abysis"
"added612","L","IGKV1-27","abysis"
"added613","H","IGHV3-21","abysis"
"added613","L","IGLV3-19","abysis"
"added614","H","IGHV1-3","abysis"
"added614","L","IGLV1-40","abysis"
"added615","H","IGHV4-59","abysis"
"added615","L","IGKV1-39","abysis"
"added616","H","IGHV1-2","abysis"
"added616","L","IGLV2-8","abysis"
"added617","H","IGHV1-69","abysis"
"added617","L","IGKV1-39","abysis"
"added618","H","IGHV4-30-4","abysis"
"added618","L","IGKV1-12","abysis"
"added619","H","IGHV1-69","abysis"
"added619","L","IGKV3D-20","abysis"
"added61","H","IGHV3-21","abysis"
"added61","L","IGKV3D-20","abysis"
"added620","H","IGHV3-64D","abysis"
"added620","L","IGKV3D-20","abysis"
"added621","H","IGHV1-69","abysis"
"added621","L","IGKV1-5","abysis"
"added622","H","IGHV4-34","abysis"
"added622","L","IGKV2-30","abysis"
"added623","H","IGHV2-70","abysis"
"added623","L","IGLV3-10","abysis"
"added624","H","IGHV3-30","abysis"
"added624","L","IGKV1D-16","abysis"
"added625","H","IGHV5-51","abysis"
"added625","L","IGLV1-51","abysis"
"added626","H","IGHV1-69","abysis"
"added626","L","IGKV3D-20","abysis"
"added627","H","IGHV1-2","abysis"
"added627","L","IGKV1-16","abysis"
"added628","H","IGHV1-69","abysis"
"added628","L","IGKV1-5","abysis"
"added629","H","IGHV1-3","abysis"
"added629","L","IGKV1-39","abysis"
"added62","H","IGHV5-51","abysis"
"added62","L","IGKV1-9","abysis"
"added630","H","IGHV3-64D","abysis"
"added630","L","IGKV1-5","abysis"
"added631","H","IGHV5-51","abysis"
"added631","L","IGKV2-28","abysis"
"added632","H","IGHV4-30-4","abysis"
"added632","L","IGKV1-12","abysis"
"added633","H","IGHV3-66","abysis"
"added633","L","IGKV3D-20","abysis"
"added634","H","IGHV3-30","abysis"
"added634","L","IGKV1-17","abysis"
"added635","H","IGHV1-69","abysis"
"added635","L","IGKV3D-20","abysis"
"added636","H","IGHV1-69","abysis"
"added636","L","IGLV1-51","abysis"
"added637","H","IGHV3-23","abysis"
"added637","L","IGKV3-11","abysis"
"added638","H","IGHV5-51","abysis"
"added638","L","IGKV3D-20","abysis"
"added639","H","IGHV5-51","abysis"
"added639","L","IGKV3D-20","abysis"
"added63","H","IGHV1-18","abysis"
"added63","L","IGLV4-69","abysis"
"added640","H","IGHV3-7","abysis"
"added640","L","IGKV1-6","abysis"
"added641","H","IGHV5-51","abysis"
"added641","L","IGKV3-11","abysis"
"added642","H","IGHV5-10-1","abysis"
"added642","L","IGLV2-14","abysis"
"added643","H","IGHV3-33","abysis"
"added643","L","IGKV1-39","abysis"
"added644","H","IGHV3-30","abysis"
"added644","L","IGKV3-15","abysis"
"added645","H","IGHV4-4","abysis"
"added645","L","IGLV1-40","abysis"
"added646","H","IGHV4-59","abysis"
"added646","L","IGKV3D-20","abysis"
"added647","H","IGHV4-59","abysis"
"added647","L","IGKV3D-20","abysis"
"added648","H","IGHV1-18","abysis"
"added648","L","IGLV7-46","abysis"
"added649","H","IGHV3-11","abysis"
"added649","L","IGLV2-11","abysis"
"added64","H","IGHV3-49","abysis"
"added64","L","IGKV4-1","abysis"
"added650","H","IGHV3-21","abysis"
"added650","L","IGKV1-33","abysis"
"added651","H","IGHV1-24","abysis"
"added651","L","IGKV1-16","abysis"
"added652","H","IGHV1-69","abysis"
"added652","L","IGKV3D-20","abysis"
"added653","H","IGHV3-74","abysis"
"added653","L","IGKV1-27","abysis"
"added654","H","IGHV3-21","abysis"
"added654","L","IGKV1-39","abysis"
"added655","H","IGHV3-21","abysis"
"added655","L","IGKV1-39","abysis"
"added656","H","IGHV3-30","abysis"
"added656","L","IGKV3-11","abysis"
"added657","H","IGHV3-48","abysis"
"added657","L","IGKV3D-20","abysis"
"added658","H","IGHV3-30","abysis"
"added658","L","IGKV1-9","abysis"
"added659","H","IGHV1-69","abysis"
"added659","L","IGKV3D-20","abysis"
"added65","H","IGHV1-18","abysis"
"added65","L","IGKV1-39","abysis"
"added660","H","IGHV1-69","abysis"
"added660","L","IGKV3D-20","abysis"
"added661","H","IGHV5-51","abysis"
"added661","L","IGLV3-1","abysis"
"added662","H","IGHV1-69","abysis"
"added662","L","IGKV3D-20","abysis"
"added663","H","IGHV3-43D","abysis"
"added663","L","IGKV1-39","abysis"
"added664","H","IGHV3-15","abysis"
"added664","L","IGLV3-21","abysis"
"added665","H","IGHV3-9","abysis"
"added665","L","IGKV3D-20","abysis"
"added666","H","IGHV1-18","abysis"
"added666","L","IGKV1-33","abysis"
"added667","H","IGHV1-69","abysis"
"added667","L","IGKV1-12","abysis"
"added668","H","IGHV3-33","abysis"
"added668","L","IGKV1-39","abysis"
"added669","H","IGHV1-18","abysis"
"added669","L","IGLV1-44","abysis"
"added66","H","IGHV3-48","abysis"
"added66","L","IGKV1-12","abysis"
"added670","H","IGHV3-23","abysis"
"added670","L","IGKV1-39","abysis"
"added671","H","IGHV4-59","abysis"
"added671","L","IGLV3-25","abysis"
"added672","H","IGHV4-39","abysis"
"added672","L","IGKV1-39","abysis"
"added673","H","IGHV2-26","abysis"
"added673","L","IGKV1-12","abysis"
"added674","H","IGHV1-69","abysis"
"added674","L","IGKV3D-20","abysis"
"added675","H","IGHV3-23","abysis"
"added675","L","IGKV3-15","abysis"
"added676","H","IGHV1-69","abysis"
"added676","L","IGKV1-27","abysis"
"added677","H","IGHV1-69","abysis"
"added677","L","IGKV1-27","abysis"
"added678","H","IGHV3-21","abysis"
"added678","L","IGKV3D-20","abysis"
"added679","H","IGHV1-3","abysis"
"added679","L","IGKV1-39","abysis"
"added67","H","IGHV1-2","abysis"
"added67","L","IGKV1-39","abysis"
"added680","H","IGHV1-69","abysis"
"added680","L","IGKV3-11","abysis"
"added681","H","IGHV1-69","abysis"
"added681","L","IGKV3D-20","abysis"
"added682","H","IGHV1-3","abysis"
"added682","L","IGLV7-46","abysis"
"added683","H","IGHV3-23","abysis"
"added683","L","IGKV1-39","abysis"
"added684","H","IGHV4-4","abysis"
"added684","L","IGLV1-44","abysis"
"added685","H","IGHV5-51","abysis"
"added685","L","IGLV1-47","abysis"
"added686","H","IGHV3-21","abysis"
"added686","L","IGKV1-39","abysis"
"added687","H","IGHV3-30","abysis"
"added687","L","IGKV1-5","abysis"
"added688","H","IGHV1-69","abysis"
"added688","L","IGKV1-12","abysis"
"added689","H","IGHV3-7","abysis"
"added689","L","IGKV1-16","abysis"
"added68","H","IGHV3-30","abysis"
"added68","L","IGKV1-39","abysis"
"added690","H","IGHV3-11","abysis"
"added690","L","IGLV1-47","abysis"
"added691","H","IGHV5-51","abysis"
"added691","L","IGKV3D-20","abysis"
"added692","H","IGHV3-74","abysis"
"added692","L","IGKV3D-20","abysis"
"added693","H","IGHV3-30","abysis"
"added693","L","IGKV3-11","abysis"
"added694","H","IGHV3-30","abysis"
"added694","L","IGKV3-11","abysis"
"added695","H","IGHV4-4","abysis"
"added695","L","IGKV1-39","abysis"
"added696","H","IGHV2-26","abysis"
"added696","L","IGKV1-12","abysis"
"added697","H","IGHV4-39","abysis"
"added697","L","IGKV3-20","abysis"
"added698","H","IGHV3-21","abysis"
"added698","L","IGKV1-39","abysis"
"added699","H","IGHV3-21","abysis"
"added699","L","IGKV1-39","abysis"
"added69","H","IGHV3-23","abysis"
"added69","L","IGKV3-11","abysis"
"added6","H","IGHV3-33","abysis"
"added6","L","IGKV3D-11","abysis"
"added700","H","IGHV1-69","abysis"
"added700","L","IGKV1-39","abysis"
"added701","H","IGHV3-64D","abysis"
"added701","L","IGKV1-16","abysis"
"added702","H","IGHV1-69","abysis"
"added702","L","IGKV3D-20","abysis"
"added703","H","IGHV1-69","abysis"
"added703","L","IGLV2-14","abysis"
"added704","H","IGHV3-21","abysis"
"added704","L","IGKV3D-20","abysis"
"added705","H","IGHV3-33","abysis"
"added705","L","IGKV4-1","abysis"
"added706","H","IGHV1-46","abysis"
"added706","L","IGKV3-20","abysis"
"added707","H","IGHV1-46","abysis"
"added707","L","IGKV3-20","abysis"
"added708","H","IGHV5-51","abysis"
"added708","L","IGKV3D-20","abysis"
"added709","H","IGHV1-69","abysis"
"added709","L","IGKV3D-20","abysis"
"added70","H","IGHV3-23","abysis"
"added70","L","IGKV3-11","abysis"
"added710","H","IGHV5-51","abysis"
"added710","L","IGLV3-19","abysis"
"added711","H","IGHV5-51","abysis"
"added711","L","IGLV3-19","abysis"
"added712","H","IGHV1-69","abysis"
"added712","L","IGKV1-27","abysis"
"added713","H","IGHV1-69","abysis"
"added713","L","IGKV3D-20","abysis"
"added714","H","IGHV1-69","abysis"
"added714","L","IGKV3-15","abysis"
"added715","H","IGHV4-39","abysis"
"added715","L","IGKV3D-20","abysis"
"added716","H","IGHV3-66","abysis"
"added716","L","IGKV3D-20","abysis"
"added717","H","IGHV3-20","abysis"
"added717","L","IGKV4-1","abysis"
"added718","H","IGHV3-30","abysis"
"added718","L","IGKV1-5","abysis"
"added719","H","IGHV6-1","abysis"
"added719","L","IGKV1-16","abysis"
"added71","H","IGHV3-48","abysis"
"added71","L","IGKV3D-20","abysis"
"added720","H","IGHV1-69","abysis"
"added720","L","IGKV1-27","abysis"
"added721","H","IGHV1-69","abysis"
"added721","L","IGKV1-27","abysis"
"added722","H","IGHV3-30","abysis"
"added722","L","IGLV3-21","abysis"
"added723","H","IGHV3-23","abysis"
"added723","L","IGKV1-8","abysis"
"added724","H","IGHV1-2","abysis"
"added724","L","IGKV1D-13","abysis"
"added725","H","IGHV1-69","abysis"
"added725","L","IGKV3-20","abysis"
"added726","H","IGHV3-73","abysis"
"added726","L","IGKV3D-20","abysis"
"added727","H","IGHV1-69","abysis"
